x y V
11.026718 -13.293893 -0.015440
11.232824 -13.293893 -0.014199
11.438931 -13.293893 -0.012946
11.645038 -13.293893 -0.011681
11.851145 -13.293893 -0.010407
12.057252 -13.293893 -0.009124
12.263359 -13.293893 -0.007834
12.469466 -13.293893 -0.006537
12.675573 -13.293893 -0.005236
12.881679 -13.293893 -0.003930
13.087786 -13.293893 -0.002622
13.293893 -13.293893 -0.001311
13.500000 -13.293893 0.000000
-13.500000 -13.087786 0.000000
-13.293893 -13.087786 0.002583
-13.087786 -13.087786 0.005165
-12.881679 -13.087786 0.007743
-12.675573 -13.087786 0.010316
-12.469466 -13.087786 0.012882
-12.263359 -13.087786 0.015439
-12.057252 -13.087786 0.017985
-11.851145 -13.087786 0.020517
-11.645038 -13.087786 0.023035
-11.438931 -13.087786 0.025536
-11.232824 -13.087786 0.028016
-11.026718 -13.087786 0.030475
-10.820611 -13.087786 0.032908
-10.614504 -13.087786 0.035313
-10.408397 -13.087786 0.037687
-10.202290 -13.087786 0.040027
-9.996183 -13.087786 0.042329
-9.790076 -13.087786 0.044589
-9.583969 -13.087786 0.046804
-9.377863 -13.087786 0.048968
-9.171756 -13.087786 0.051078
-8.965649 -13.087786 0.053129
-8.759542 -13.087786 0.055116
-8.553435 -13.087786 0.057032
-8.347328 -13.087786 0.058874
-8.141221 -13.087786 0.060634
-7.935115 -13.087786 0.062307
-7.729008 -13.087786 0.063885
-7.522901 -13.087786 0.065363
-7.316794 -13.087786 0.066733
-7.110687 -13.087786 0.067988
-6.904580 -13.087786 0.069120
-6.698473 -13.087786 0.070122
-6.492366 -13.087786 0.070987
-6.286260 -13.087786 0.071706
-6.080153 -13.087786 0.072271
-5.874046 -13.087786 0.072675
-5.667939 -13.087786 0.072910
-5.461832 -13.087786 0.072969
-5.255725 -13.087786 0.072843
-5.049618 -13.087786 0.072526
-4.843511 -13.087786 0.072012
-4.637405 -13.087786 0.071294
-4.431298 -13.087786 0.070368
-4.225191 -13.087786 0.069227
-4.019084 -13.087786 0.067869
-3.812977 -13.087786 0.066290
-3.606870 -13.087786 0.064490
-3.400763 -13.087786 0.062466
-3.194656 -13.087786 0.060220
-2.988550 -13.087786 0.057754
-2.782443 -13.087786 0.055071
-2.576336 -13.087786 0.052176
-2.370229 -13.087786 0.049075
-2.164122 -13.087786 0.045777
-1.958015 -13.087786 0.042291
-1.751908 -13.087786 0.038628
-1.545802 -13.087786 0.034800
-1.339695 -13.087786 0.030823
-1.133588 -13.087786 0.026712
-0.927481 -13.087786 0.022482
-0.721374 -13.087786 0.018153
-0.515267 -13.087786 0.013743
-0.309160 -13.087786 0.009271
-0.103053 -13.087786 0.004758
0.103053 -13.087786 0.000225
0.309160 -13.087786 -0.004307
0.515267 -13.087786 -0.008817
0.721374 -13.087786 -0.013286
0.927481 -13.087786 -0.017692
1.133588 -13.087786 -0.022015
1.339695 -13.087786 -0.026238
1.545802 -13.087786 -0.030341
1.751908 -13.087786 -0.034309
1.958015 -13.087786 -0.038125
2.164122 -13.087786 -0.041776
2.370229 -13.087786 -0.045249
2.576336 -13.087786 -0.048533
2.782443 -13.087786 -0.051618
2.988550 -13.087786 -0.054496
3.194656 -13.087786 -0.057162
3.400763 -13.087786 -0.059609
